question,worker,answer
233,A3E157ZN8XPUKJ,1
115,A1VW9W0DWXCPYE,0
115,A3NU1SQPI1NXY4,0
115,AKBP92VUQ7G3,0
115,ATQWZNGQCN1RA,1
115,A2V3P1XE33NYC3,0
115,A2UFD1I8ZO1V4G,0
115,AD317NO9623GZ,3
115,A1PAR1TMKFPKQE,0
115,A1BHMDRWW9ZYSO,3
525,A1VW9W0DWXCPYE,0
525,A3NU1SQPI1NXY4,1
525,AKBP92VUQ7G3,0
525,ATQWZNGQCN1RA,0
525,A2V3P1XE33NYC3,0
525,A2UFD1I8ZO1V4G,2
525,AD317NO9623GZ,0
525,A3E157ZN8XPUKJ,3
525,A3GLUDQZGEJL5G,0
113,A1VW9W0DWXCPYE,2
113,A3NU1SQPI1NXY4,1
113,AKBP92VUQ7G3,2
113,ATQWZNGQCN1RA,2
113,A2V3P1XE33NYC3,2
113,A2UFD1I8ZO1V4G,1
113,AD317NO9623GZ,2
113,A1PAR1TMKFPKQE,0
113,A1BHMDRWW9ZYSO,1
496,A1VW9W0DWXCPYE,2
496,A3NU1SQPI1NXY4,2
496,AKBP92VUQ7G3,2
496,ATQWZNGQCN1RA,0
496,A2V3P1XE33NYC3,2
496,A2UFD1I8ZO1V4G,1
496,AD317NO9623GZ,1
496,A1PAR1TMKFPKQE,0
496,A53VNQRRFQ785,1
271,A1VW9W0DWXCPYE,2
271,A3NU1SQPI1NXY4,1
271,AKBP92VUQ7G3,2
271,ATQWZNGQCN1RA,0
271,A2V3P1XE33NYC3,2
271,A2UFD1I8ZO1V4G,0
271,AD317NO9623GZ,1
271,A36JZTUKQVV5S5,2
271,A1BHMDRWW9ZYSO,2
396,A1VW9W0DWXCPYE,3
396,A3NU1SQPI1NXY4,2
396,AKBP92VUQ7G3,3
396,ATQWZNGQCN1RA,2
396,A2V3P1XE33NYC3,3
396,A2UFD1I8ZO1V4G,1
396,AD317NO9623GZ,2
396,A1PAR1TMKFPKQE,1
396,A3E157ZN8XPUKJ,1
458,A1VW9W0DWXCPYE,3
458,A3NU1SQPI1NXY4,2
458,AKBP92VUQ7G3,3
458,ATQWZNGQCN1RA,3
458,A2V3P1XE33NYC3,3
458,A2UFD1I8ZO1V4G,3
458,AD317NO9623GZ,3
458,A1PAR1TMKFPKQE,1
458,A3E157ZN8XPUKJ,3
519,A1VW9W0DWXCPYE,0
519,A3NU1SQPI1NXY4,3
519,AKBP92VUQ7G3,0
519,ATQWZNGQCN1RA,0
519,A2V3P1XE33NYC3,0
519,A2UFD1I8ZO1V4G,3
519,AD317NO9623GZ,0
519,A1PAR1TMKFPKQE,3
519,A3E157ZN8XPUKJ,1
393,A1VW9W0DWXCPYE,1
393,A3NU1SQPI1NXY4,2
393,AKBP92VUQ7G3,1
393,ATQWZNGQCN1RA,1
393,A2V3P1XE33NYC3,1
393,A2UFD1I8ZO1V4G,3
393,AD317NO9623GZ,1
393,A1PAR1TMKFPKQE,3
393,A3E157ZN8XPUKJ,1
227,A1VW9W0DWXCPYE,3
227,A3NU1SQPI1NXY4,3
227,AKBP92VUQ7G3,3
227,ATQWZNGQCN1RA,2
227,A2V3P1XE33NYC3,3
227,A2UFD1I8ZO1V4G,1
227,AD317NO9623GZ,0
227,A3E157ZN8XPUKJ,1
227,AM2W23THD4CI7,3
278,A1VW9W0DWXCPYE,0
278,A3NU1SQPI1NXY4,0
278,AKBP92VUQ7G3,0
278,ATQWZNGQCN1RA,2
278,A2V3P1XE33NYC3,0
278,A2UFD1I8ZO1V4G,3
278,AD317NO9623GZ,1
278,AM2W23THD4CI7,0
278,A53VNQRRFQ785,3
197,A1VW9W0DWXCPYE,3
197,A3NU1SQPI1NXY4,3
197,AKBP92VUQ7G3,3
197,ATQWZNGQCN1RA,0
197,A2V3P1XE33NYC3,3
197,A2UFD1I8ZO1V4G,2
197,AD317NO9623GZ,3
197,AWRAXV1RIYR0M,0
197,A1PAR1TMKFPKQE,1
344,A1VW9W0DWXCPYE,0
344,A3NU1SQPI1NXY4,2
344,AKBP92VUQ7G3,0
344,ATQWZNGQCN1RA,0
344,A2H321P1NSEW35,3
344,A2F0X4LN9N4O4C,0
344,A2V3P1XE33NYC3,0
344,A2UFD1I8ZO1V4G,0
344,AD317NO9623GZ,1
341,A1VW9W0DWXCPYE,2
341,A3NU1SQPI1NXY4,3
341,AKBP92VUQ7G3,2
341,ATQWZNGQCN1RA,2
341,A2H321P1NSEW35,2
341,A2F0X4LN9N4O4C,2
341,A2V3P1XE33NYC3,2
341,A2UFD1I8ZO1V4G,1
341,AD317NO9623GZ,2
342,A1VW9W0DWXCPYE,1
342,A3NU1SQPI1NXY4,1
342,AKBP92VUQ7G3,1
342,ATQWZNGQCN1RA,1
342,A2H321P1NSEW35,2
342,A2F0X4LN9N4O4C,1
342,A2V3P1XE33NYC3,1
342,A2UFD1I8ZO1V4G,3
342,AD317NO9623GZ,0
421,A1VW9W0DWXCPYE,0
421,A3NU1SQPI1NXY4,0
421,AKBP92VUQ7G3,0
421,ATQWZNGQCN1RA,0
421,A2V3P1XE33NYC3,0
421,A2UFD1I8ZO1V4G,0
421,AD317NO9623GZ,0
421,A3GLUDQZGEJL5G,0
421,A1KZOLS51I9SS7,2
394,A1VW9W0DWXCPYE,2
394,A3NU1SQPI1NXY4,1
394,AKBP92VUQ7G3,3
394,ATQWZNGQCN1RA,2
394,A2V3P1XE33NYC3,2
394,A2UFD1I8ZO1V4G,2
394,AD317NO9623GZ,3
394,A1PAR1TMKFPKQE,3
394,A3E157ZN8XPUKJ,0
180,A1VW9W0DWXCPYE,0
180,A3NU1SQPI1NXY4,0
180,AKBP92VUQ7G3,0
180,ATQWZNGQCN1RA,0
180,A2V3P1XE33NYC3,0
180,A2UFD1I8ZO1V4G,0
180,AD317NO9623GZ,0
180,A36JZTUKQVV5S5,1
180,A3E157ZN8XPUKJ,2
517,A1VW9W0DWXCPYE,3
517,A3NU1SQPI1NXY4,2
517,AKBP92VUQ7G3,2
517,ATQWZNGQCN1RA,0
517,A2V3P1XE33NYC3,3
517,A2UFD1I8ZO1V4G,0
517,AD317NO9623GZ,2
517,A1PAR1TMKFPKQE,2
517,A3E157ZN8XPUKJ,3
214,A1VW9W0DWXCPYE,0
214,A3NU1SQPI1NXY4,0
214,AKBP92VUQ7G3,3
214,ATQWZNGQCN1RA,2
214,A2H321P1NSEW35,0
214,A2V3P1XE33NYC3,0
214,A2UFD1I8ZO1V4G,0
214,AD317NO9623GZ,0
214,A1BHMDRWW9ZYSO,3
504,A1VW9W0DWXCPYE,0
504,A3NU1SQPI1NXY4,3
504,AKBP92VUQ7G3,0
504,ATQWZNGQCN1RA,0
504,A2V3P1XE33NYC3,0
504,A2UFD1I8ZO1V4G,0
504,AD317NO9623GZ,2
504,A1PAR1TMKFPKQE,1
504,A3E157ZN8XPUKJ,3
441,A1VW9W0DWXCPYE,3
441,A3NU1SQPI1NXY4,0
441,AKBP92VUQ7G3,3
441,ATQWZNGQCN1RA,3
441,A2V3P1XE33NYC3,3
441,A2UFD1I8ZO1V4G,1
441,AD317NO9623GZ,3
441,A3E157ZN8XPUKJ,0
441,A1BHMDRWW9ZYSO,2
423,A1VW9W0DWXCPYE,1
423,A3NU1SQPI1NXY4,3
423,AKBP92VUQ7G3,1
423,ATQWZNGQCN1RA,1
423,A2V3P1XE33NYC3,1
423,A2UFD1I8ZO1V4G,1
423,AD317NO9623GZ,1
423,A3GLUDQZGEJL5G,1
423,A1KZOLS51I9SS7,0
265,A1VW9W0DWXCPYE,1
265,A3NU1SQPI1NXY4,1
265,AKBP92VUQ7G3,1
265,ATQWZNGQCN1RA,2
265,A2V3P1XE33NYC3,1
265,A2UFD1I8ZO1V4G,1
265,AD317NO9623GZ,3
265,A1C0Z73809FFDZ,3
265,A1BHMDRWW9ZYSO,1
266,A1VW9W0DWXCPYE,3
266,A3NU1SQPI1NXY4,3
266,AKBP92VUQ7G3,3
266,ATQWZNGQCN1RA,3
266,A2V3P1XE33NYC3,3
266,A2UFD1I8ZO1V4G,3
266,AD317NO9623GZ,3
266,A1C0Z73809FFDZ,3
266,A1BHMDRWW9ZYSO,0
443,A1VW9W0DWXCPYE,1
443,A3NU1SQPI1NXY4,1
443,AKBP92VUQ7G3,1
443,ATQWZNGQCN1RA,2
443,A2V3P1XE33NYC3,1
443,A2UFD1I8ZO1V4G,1
443,AD317NO9623GZ,1
443,A3E157ZN8XPUKJ,0
443,A1BHMDRWW9ZYSO,1
85,A1VW9W0DWXCPYE,2
85,A3NU1SQPI1NXY4,3
85,AKBP92VUQ7G3,1
85,ATQWZNGQCN1RA,1
85,A2V3P1XE33NYC3,1
85,A2UFD1I8ZO1V4G,3
85,AD317NO9623GZ,3
85,A1PAR1TMKFPKQE,3
85,A3E157ZN8XPUKJ,2
200,A1VW9W0DWXCPYE,3
200,A3NU1SQPI1NXY4,1
200,AKBP92VUQ7G3,1
200,ATQWZNGQCN1RA,1
200,A2V3P1XE33NYC3,1
200,A2UFD1I8ZO1V4G,2
200,AD317NO9623GZ,3
200,AWRAXV1RIYR0M,0
200,A1PAR1TMKFPKQE,2
495,A1VW9W0DWXCPYE,0
495,A3NU1SQPI1NXY4,1
495,AKBP92VUQ7G3,1
495,ATQWZNGQCN1RA,3
495,A2V3P1XE33NYC3,1
495,A2UFD1I8ZO1V4G,1
495,AD317NO9623GZ,1
495,A1PAR1TMKFPKQE,0
495,A53VNQRRFQ785,0
177,A1VW9W0DWXCPYE,0
177,A3NU1SQPI1NXY4,1
177,AKBP92VUQ7G3,1
177,ATQWZNGQCN1RA,2
177,A2V3P1XE33NYC3,1
177,A2UFD1I8ZO1V4G,3
177,AD317NO9623GZ,0
177,A36JZTUKQVV5S5,1
177,A3E157ZN8XPUKJ,2
524,A1VW9W0DWXCPYE,1
524,A3NU1SQPI1NXY4,3
524,AKBP92VUQ7G3,0
524,ATQWZNGQCN1RA,0
524,A2H321P1NSEW35,0
524,A2V3P1XE33NYC3,0
524,A2UFD1I8ZO1V4G,0
524,AD317NO9623GZ,3
524,A1C0Z73809FFDZ,2
279,A1VW9W0DWXCPYE,0
279,A3NU1SQPI1NXY4,3
279,AKBP92VUQ7G3,3
279,ATQWZNGQCN1RA,2
279,A2V3P1XE33NYC3,3
279,A2UFD1I8ZO1V4G,2
279,AD317NO9623GZ,3
279,AM2W23THD4CI7,3
279,A53VNQRRFQ785,3
527,A1VW9W0DWXCPYE,0
527,A3NU1SQPI1NXY4,1
527,AKBP92VUQ7G3,1
527,ATQWZNGQCN1RA,0
527,A2V3P1XE33NYC3,1
527,A2UFD1I8ZO1V4G,2
527,AD317NO9623GZ,1
527,A3E157ZN8XPUKJ,2
527,A3GLUDQZGEJL5G,1
88,A1VW9W0DWXCPYE,1
88,A3NU1SQPI1NXY4,2
88,AKBP92VUQ7G3,2
88,ATQWZNGQCN1RA,3
88,A2V3P1XE33NYC3,2
88,A2UFD1I8ZO1V4G,2
88,AD317NO9623GZ,2
88,A1PAR1TMKFPKQE,3
88,A3E157ZN8XPUKJ,2
216,A1VW9W0DWXCPYE,3
216,A3NU1SQPI1NXY4,2
216,AKBP92VUQ7G3,3
216,ATQWZNGQCN1RA,2
216,A2H321P1NSEW35,2
216,A2V3P1XE33NYC3,2
216,A2UFD1I8ZO1V4G,2
216,AD317NO9623GZ,2
216,A1BHMDRWW9ZYSO,2
343,A1VW9W0DWXCPYE,2
343,A3NU1SQPI1NXY4,3
343,AKBP92VUQ7G3,3
343,ATQWZNGQCN1RA,3
343,A2H321P1NSEW35,1
343,A2F0X4LN9N4O4C,1
343,A2V3P1XE33NYC3,3
343,A2UFD1I8ZO1V4G,3
343,AD317NO9623GZ,3
506,A1VW9W0DWXCPYE,1
506,A3NU1SQPI1NXY4,3
506,AKBP92VUQ7G3,0
506,ATQWZNGQCN1RA,0
506,A2V3P1XE33NYC3,3
506,A2UFD1I8ZO1V4G,3
506,AD317NO9623GZ,1
506,A1PAR1TMKFPKQE,1
506,A1BHMDRWW9ZYSO,3
272,A1VW9W0DWXCPYE,2
272,A3NU1SQPI1NXY4,3
272,AKBP92VUQ7G3,0
272,ATQWZNGQCN1RA,0
272,A2V3P1XE33NYC3,0
272,A2UFD1I8ZO1V4G,0
272,AD317NO9623GZ,3
272,A36JZTUKQVV5S5,0
272,A1BHMDRWW9ZYSO,2
178,A1VW9W0DWXCPYE,0
178,A3NU1SQPI1NXY4,3
178,AKBP92VUQ7G3,1
178,ATQWZNGQCN1RA,2
178,A2V3P1XE33NYC3,3
178,A2UFD1I8ZO1V4G,2
178,AD317NO9623GZ,3
178,A36JZTUKQVV5S5,3
178,A3E157ZN8XPUKJ,2
442,A1VW9W0DWXCPYE,1
442,A3NU1SQPI1NXY4,2
442,AKBP92VUQ7G3,2
442,ATQWZNGQCN1RA,2
442,A2V3P1XE33NYC3,2
442,A2UFD1I8ZO1V4G,1
442,AD317NO9623GZ,2
442,A3E157ZN8XPUKJ,3
442,A1BHMDRWW9ZYSO,2
226,A1VW9W0DWXCPYE,3
226,A3NU1SQPI1NXY4,1
226,AKBP92VUQ7G3,1
226,ATQWZNGQCN1RA,3
226,A2V3P1XE33NYC3,1
226,A2UFD1I8ZO1V4G,1
226,AD317NO9623GZ,1
226,A3E157ZN8XPUKJ,1
226,AM2W23THD4CI7,2
270,A1VW9W0DWXCPYE,0
270,A3NU1SQPI1NXY4,1
270,AKBP92VUQ7G3,1
270,ATQWZNGQCN1RA,3
270,A2V3P1XE33NYC3,1
270,A2UFD1I8ZO1V4G,3
270,AD317NO9623GZ,1
270,A36JZTUKQVV5S5,1
270,A1BHMDRWW9ZYSO,3
579,A1VW9W0DWXCPYE,0
579,A3NU1SQPI1NXY4,3
579,AKBP92VUQ7G3,3
579,ATQWZNGQCN1RA,3
579,A2V3P1XE33NYC3,3
579,A2UFD1I8ZO1V4G,3
579,AD317NO9623GZ,3
579,A1PAR1TMKFPKQE,2
579,A2BERTY629PZDT,3
236,A1VW9W0DWXCPYE,1
236,A3NU1SQPI1NXY4,3
236,AKBP92VUQ7G3,3
236,ATQWZNGQCN1RA,2
236,A2H321P1NSEW35,3
236,A2V3P1XE33NYC3,3
236,A2UFD1I8ZO1V4G,3
236,AD317NO9623GZ,2
236,A3E157ZN8XPUKJ,0
235,A1VW9W0DWXCPYE,2
235,A3NU1SQPI1NXY4,1
235,AKBP92VUQ7G3,0
235,ATQWZNGQCN1RA,1
235,A2H321P1NSEW35,0
235,A2V3P1XE33NYC3,1
235,A2UFD1I8ZO1V4G,1
235,AD317NO9623GZ,0
235,A3E157ZN8XPUKJ,2
405,A1VW9W0DWXCPYE,2
405,A3NU1SQPI1NXY4,1
405,AKBP92VUQ7G3,0
405,ATQWZNGQCN1RA,0
405,A2H321P1NSEW35,0
405,A2V3P1XE33NYC3,0
405,A2UFD1I8ZO1V4G,2
405,AD317NO9623GZ,0
405,A3E157ZN8XPUKJ,1
408,A1VW9W0DWXCPYE,0
408,A3NU1SQPI1NXY4,0
408,AKBP92VUQ7G3,1
408,ATQWZNGQCN1RA,0
408,A2H321P1NSEW35,3
408,A2V3P1XE33NYC3,1
408,A2UFD1I8ZO1V4G,2
408,AD317NO9623GZ,1
408,A3E157ZN8XPUKJ,1
225,A1VW9W0DWXCPYE,0
225,A3NU1SQPI1NXY4,2
225,AKBP92VUQ7G3,1
225,ATQWZNGQCN1RA,2
225,A2V3P1XE33NYC3,2
225,A2UFD1I8ZO1V4G,2
225,AD317NO9623GZ,2
225,A3E157ZN8XPUKJ,0
225,AM2W23THD4CI7,0
580,A1VW9W0DWXCPYE,1
580,A3NU1SQPI1NXY4,1
580,AKBP92VUQ7G3,2
580,ATQWZNGQCN1RA,3
580,A2V3P1XE33NYC3,2
580,A2UFD1I8ZO1V4G,1
580,AD317NO9623GZ,2
580,A1PAR1TMKFPKQE,1
580,A2BERTY629PZDT,2
494,A1VW9W0DWXCPYE,2
494,A3NU1SQPI1NXY4,3
494,AKBP92VUQ7G3,3
494,ATQWZNGQCN1RA,3
494,A2V3P1XE33NYC3,3
494,A2UFD1I8ZO1V4G,3
494,AD317NO9623GZ,3
494,A1PAR1TMKFPKQE,0
494,A53VNQRRFQ785,2
502,A1VW9W0DWXCPYE,0
502,A3NU1SQPI1NXY4,3
502,AKBP92VUQ7G3,1
502,ATQWZNGQCN1RA,2
502,A2V3P1XE33NYC3,1
502,A2UFD1I8ZO1V4G,0
502,AD317NO9623GZ,0
502,A1PAR1TMKFPKQE,3
502,A3E157ZN8XPUKJ,2
395,A1VW9W0DWXCPYE,2
395,A3NU1SQPI1NXY4,0
395,AKBP92VUQ7G3,0
395,ATQWZNGQCN1RA,0
395,A2V3P1XE33NYC3,0
395,A2UFD1I8ZO1V4G,1
395,AD317NO9623GZ,0
395,A1PAR1TMKFPKQE,1
395,A3E157ZN8XPUKJ,2
267,A1VW9W0DWXCPYE,3
267,A3NU1SQPI1NXY4,1
267,AKBP92VUQ7G3,0
267,ATQWZNGQCN1RA,0
267,A2V3P1XE33NYC3,0
267,A2UFD1I8ZO1V4G,3
267,AD317NO9623GZ,0
267,A1C0Z73809FFDZ,2
267,A1BHMDRWW9ZYSO,1
269,A1VW9W0DWXCPYE,2
269,A3NU1SQPI1NXY4,1
269,AKBP92VUQ7G3,3
269,ATQWZNGQCN1RA,3
269,A2V3P1XE33NYC3,3
269,A2UFD1I8ZO1V4G,3
269,AD317NO9623GZ,3
269,A36JZTUKQVV5S5,3
269,A1BHMDRWW9ZYSO,3
507,A1VW9W0DWXCPYE,2
507,A3NU1SQPI1NXY4,0
507,AKBP92VUQ7G3,0
507,ATQWZNGQCN1RA,2
507,A2V3P1XE33NYC3,0
507,A2UFD1I8ZO1V4G,1
507,AD317NO9623GZ,2
507,A1PAR1TMKFPKQE,1
507,A1BHMDRWW9ZYSO,3
460,A1VW9W0DWXCPYE,1
460,A3NU1SQPI1NXY4,1
460,AKBP92VUQ7G3,0
460,ATQWZNGQCN1RA,0
460,A2V3P1XE33NYC3,0
460,A2UFD1I8ZO1V4G,1
460,AD317NO9623GZ,0
460,A1PAR1TMKFPKQE,0
460,A3E157ZN8XPUKJ,2
522,A1VW9W0DWXCPYE,0
522,A3NU1SQPI1NXY4,1
522,AKBP92VUQ7G3,1
522,ATQWZNGQCN1RA,2
522,A2H321P1NSEW35,1
522,A2V3P1XE33NYC3,1
522,A2UFD1I8ZO1V4G,2
522,AD317NO9623GZ,1
522,A1C0Z73809FFDZ,1
199,A1VW9W0DWXCPYE,0
199,A3NU1SQPI1NXY4,3
199,AKBP92VUQ7G3,2
199,ATQWZNGQCN1RA,0
199,A2V3P1XE33NYC3,2
199,A2UFD1I8ZO1V4G,0
199,AD317NO9623GZ,1
199,AWRAXV1RIYR0M,0
199,A1PAR1TMKFPKQE,3
268,A1VW9W0DWXCPYE,0
268,A3NU1SQPI1NXY4,2
268,AKBP92VUQ7G3,2
268,ATQWZNGQCN1RA,2
268,A2V3P1XE33NYC3,2
268,A2UFD1I8ZO1V4G,2
268,AD317NO9623GZ,2
268,A1C0Z73809FFDZ,2
268,A1BHMDRWW9ZYSO,0
215,A1VW9W0DWXCPYE,0
215,A3NU1SQPI1NXY4,3
215,AKBP92VUQ7G3,2
215,ATQWZNGQCN1RA,0
215,A2H321P1NSEW35,3
215,A2V3P1XE33NYC3,3
215,A2UFD1I8ZO1V4G,0
215,AD317NO9623GZ,3
215,A1BHMDRWW9ZYSO,3
116,A1VW9W0DWXCPYE,0
116,A3NU1SQPI1NXY4,1
116,AKBP92VUQ7G3,3
116,ATQWZNGQCN1RA,3
116,A2V3P1XE33NYC3,1
116,A2UFD1I8ZO1V4G,2
116,AD317NO9623GZ,1
116,A1PAR1TMKFPKQE,0
116,A1BHMDRWW9ZYSO,0
520,A1VW9W0DWXCPYE,0
520,A3NU1SQPI1NXY4,2
520,AKBP92VUQ7G3,2
520,ATQWZNGQCN1RA,3
520,A2V3P1XE33NYC3,2
520,A2UFD1I8ZO1V4G,1
520,AD317NO9623GZ,3
520,A1PAR1TMKFPKQE,1
520,A3E157ZN8XPUKJ,3
528,A1VW9W0DWXCPYE,1
528,A3NU1SQPI1NXY4,1
528,AKBP92VUQ7G3,1
528,ATQWZNGQCN1RA,1
528,A2V3P1XE33NYC3,2
528,A2UFD1I8ZO1V4G,2
528,AD317NO9623GZ,1
528,A3E157ZN8XPUKJ,2
528,A3GLUDQZGEJL5G,2
577,A1VW9W0DWXCPYE,2
577,A3NU1SQPI1NXY4,0
577,AKBP92VUQ7G3,0
577,ATQWZNGQCN1RA,2
577,A2V3P1XE33NYC3,0
577,A2UFD1I8ZO1V4G,0
577,AD317NO9623GZ,0
577,A1PAR1TMKFPKQE,1
577,A2BERTY629PZDT,0
501,A1VW9W0DWXCPYE,1
501,A3NU1SQPI1NXY4,2
501,AKBP92VUQ7G3,2
501,ATQWZNGQCN1RA,2
501,A2V3P1XE33NYC3,2
501,A2UFD1I8ZO1V4G,1
501,AD317NO9623GZ,2
501,A1PAR1TMKFPKQE,1
501,A3E157ZN8XPUKJ,2
459,A1VW9W0DWXCPYE,3
459,A3NU1SQPI1NXY4,2
459,AKBP92VUQ7G3,2
459,ATQWZNGQCN1RA,2
459,A2V3P1XE33NYC3,2
459,A2UFD1I8ZO1V4G,3
459,AD317NO9623GZ,0
459,A1PAR1TMKFPKQE,3
459,A3E157ZN8XPUKJ,1
493,A1VW9W0DWXCPYE,3
493,A3NU1SQPI1NXY4,2
493,AKBP92VUQ7G3,0
493,ATQWZNGQCN1RA,0
493,A2V3P1XE33NYC3,0
493,A2UFD1I8ZO1V4G,0
493,AD317NO9623GZ,1
493,A1PAR1TMKFPKQE,1
493,A53VNQRRFQ785,3
521,A1VW9W0DWXCPYE,3
521,A3NU1SQPI1NXY4,3
521,AKBP92VUQ7G3,2
521,ATQWZNGQCN1RA,3
521,A2H321P1NSEW35,2
521,A2V3P1XE33NYC3,2
521,A2UFD1I8ZO1V4G,0
521,AD317NO9623GZ,0
521,A1C0Z73809FFDZ,3
523,A1VW9W0DWXCPYE,0
523,A3NU1SQPI1NXY4,0
523,AKBP92VUQ7G3,0
523,ATQWZNGQCN1RA,3
523,A2H321P1NSEW35,3
523,A2V3P1XE33NYC3,3
523,A2UFD1I8ZO1V4G,3
523,AD317NO9623GZ,0
523,A1C0Z73809FFDZ,3
406,A1VW9W0DWXCPYE,1
406,A3NU1SQPI1NXY4,3
406,AKBP92VUQ7G3,3
406,ATQWZNGQCN1RA,3
406,A2H321P1NSEW35,3
406,A2V3P1XE33NYC3,3
406,A2UFD1I8ZO1V4G,3
406,AD317NO9623GZ,3
406,A3E157ZN8XPUKJ,2
86,A1VW9W0DWXCPYE,1
86,A3NU1SQPI1NXY4,1
86,AKBP92VUQ7G3,3
86,ATQWZNGQCN1RA,3
86,A2V3P1XE33NYC3,3
86,A2UFD1I8ZO1V4G,1
86,AD317NO9623GZ,3
86,A1PAR1TMKFPKQE,1
86,A3E157ZN8XPUKJ,2
114,A1VW9W0DWXCPYE,2
114,A3NU1SQPI1NXY4,3
114,AKBP92VUQ7G3,3
114,ATQWZNGQCN1RA,0
114,A2V3P1XE33NYC3,3
114,A2UFD1I8ZO1V4G,3
114,AD317NO9623GZ,3
114,A1PAR1TMKFPKQE,2
114,A1BHMDRWW9ZYSO,0
422,A1VW9W0DWXCPYE,0
422,A3NU1SQPI1NXY4,0
422,AKBP92VUQ7G3,3
422,ATQWZNGQCN1RA,2
422,A2V3P1XE33NYC3,3
422,A2UFD1I8ZO1V4G,0
422,AD317NO9623GZ,1
422,A3GLUDQZGEJL5G,2
422,A1KZOLS51I9SS7,2
457,A1VW9W0DWXCPYE,0
457,A3NU1SQPI1NXY4,1
457,AKBP92VUQ7G3,1
457,ATQWZNGQCN1RA,3
457,A2V3P1XE33NYC3,1
457,A2UFD1I8ZO1V4G,1
457,AD317NO9623GZ,0
457,A1PAR1TMKFPKQE,2
457,A3E157ZN8XPUKJ,1
234,A1VW9W0DWXCPYE,3
234,A3NU1SQPI1NXY4,2
234,AKBP92VUQ7G3,2
234,ATQWZNGQCN1RA,0
234,A2H321P1NSEW35,2
234,A2V3P1XE33NYC3,2
234,A2UFD1I8ZO1V4G,2
234,AD317NO9623GZ,2
234,A3E157ZN8XPUKJ,0
179,A1VW9W0DWXCPYE,1
179,A3NU1SQPI1NXY4,2
179,AKBP92VUQ7G3,2
179,ATQWZNGQCN1RA,3
179,A2V3P1XE33NYC3,2
179,A2UFD1I8ZO1V4G,2
179,AD317NO9623GZ,0
179,A36JZTUKQVV5S5,2
179,A3E157ZN8XPUKJ,1
518,A1VW9W0DWXCPYE,2
518,A3NU1SQPI1NXY4,1
518,AKBP92VUQ7G3,1
518,ATQWZNGQCN1RA,3
518,A2V3P1XE33NYC3,1
518,A2UFD1I8ZO1V4G,1
518,AD317NO9623GZ,1
518,A1PAR1TMKFPKQE,0
518,A3E157ZN8XPUKJ,1
198,A1VW9W0DWXCPYE,2
198,A3NU1SQPI1NXY4,0
198,AKBP92VUQ7G3,2
198,ATQWZNGQCN1RA,3
198,A2V3P1XE33NYC3,0
198,A2UFD1I8ZO1V4G,1
198,AD317NO9623GZ,2
198,AWRAXV1RIYR0M,1
198,A1PAR1TMKFPKQE,2
505,A1VW9W0DWXCPYE,3
505,A3NU1SQPI1NXY4,1
505,AKBP92VUQ7G3,1
505,ATQWZNGQCN1RA,1
505,A2V3P1XE33NYC3,1
505,A2UFD1I8ZO1V4G,1
505,AD317NO9623GZ,1
505,A1PAR1TMKFPKQE,1
