question,worker,answer
342q,A2V3P1XE33NYC3,1
342q,A2UFD1I8ZO1V4G,1
342q,AD317NO9623GZ,1
343q,A1VW9W0DWXCPYE,1
343q,A3NU1SQPI1NXY4,3
343q,AKBP92VUQ7G3,1
343q,ATQWZNGQCN1RA,0
343q,A2H321P1NSEW35,3
343q,A2F0X4LN9N4O4C,1
343q,A2V3P1XE33NYC3,3
343q,A2UFD1I8ZO1V4G,1
343q,AD317NO9623GZ,1
348q,A2V3P1XE33NYC3,1
348q,AKBP92VUQ7G3,1
348q,A356EVHB3TU90R,1
348q,A2H321P1NSEW35,1
348q,AWRAXV1RIYR0M,1
348q,ATQWZNGQCN1RA,1
348q,AD317NO9623GZ,1
348q,A2UFD1I8ZO1V4G,1
348q,A3NU1SQPI1NXY4,1
349q,A2AM6H3R1LSM9S,1
349q,A3E157ZN8XPUKJ,1
349q,AKBP92VUQ7G3,1
349q,A2UFD1I8ZO1V4G,1
349q,A3NU1SQPI1NXY4,1
349q,AM2W23THD4CI7,1
349q,A2V3P1XE33NYC3,1
349q,ATQWZNGQCN1RA,1
349q,AD317NO9623GZ,1
298q,A2UFD1I8ZO1V4G,1
298q,A2V3P1XE33NYC3,1
298q,A3E157ZN8XPUKJ,1
298q,AKBP92VUQ7G3,1
298q,A3NU1SQPI1NXY4,1
298q,A1PAR1TMKFPKQE,1
298q,ATQWZNGQCN1RA,1
298q,A2AM6H3R1LSM9S,1
298q,AD317NO9623GZ,1
299q,A2UFD1I8ZO1V4G,2
299q,A2V3P1XE33NYC3,2
299q,A3E157ZN8XPUKJ,2
299q,AKBP92VUQ7G3,2
299q,A3NU1SQPI1NXY4,1
299q,A1PAR1TMKFPKQE,2
299q,ATQWZNGQCN1RA,2
299q,A2AM6H3R1LSM9S,2
299q,AD317NO9623GZ,2
296q,A2UFD1I8ZO1V4G,0
296q,AD317NO9623GZ,0
296q,ATQWZNGQCN1RA,0
296q,AKBP92VUQ7G3,0
296q,A1BHMDRWW9ZYSO,0
296q,A1PAR1TMKFPKQE,3
296q,A2V3P1XE33NYC3,0
296q,A3E157ZN8XPUKJ,0
296q,A3NU1SQPI1NXY4,1
297q,A2UFD1I8ZO1V4G,0
297q,A2V3P1XE33NYC3,3
297q,A3E157ZN8XPUKJ,0
297q,AKBP92VUQ7G3,0
297q,A3NU1SQPI1NXY4,1
297q,A1PAR1TMKFPKQE,3
297q,ATQWZNGQCN1RA,0
297q,A2AM6H3R1LSM9S,0
297q,AD317NO9623GZ,0
294q,A2UFD1I8ZO1V4G,1
294q,AD317NO9623GZ,1
294q,ATQWZNGQCN1RA,1
294q,AKBP92VUQ7G3,1
294q,A1BHMDRWW9ZYSO,1
294q,A1PAR1TMKFPKQE,1
294q,A2V3P1XE33NYC3,1
294q,A3E157ZN8XPUKJ,1
294q,A3NU1SQPI1NXY4,1
295q,A2UFD1I8ZO1V4G,0
295q,AD317NO9623GZ,0
295q,ATQWZNGQCN1RA,0
295q,AKBP92VUQ7G3,0
295q,A1BHMDRWW9ZYSO,0
295q,A1PAR1TMKFPKQE,0
295q,A2V3P1XE33NYC3,1
295q,A3E157ZN8XPUKJ,1
295q,A3NU1SQPI1NXY4,1
292q,A2UFD1I8ZO1V4G,1
292q,A1PAR1TMKFPKQE,1
292q,A3E157ZN8XPUKJ,1
292q,A3NU1SQPI1NXY4,1
292q,ATQWZNGQCN1RA,1
292q,A2V3P1XE33NYC3,1
292q,AD317NO9623GZ,1
292q,AKBP92VUQ7G3,1
292q,A2H321P1NSEW35,1
293q,A2UFD1I8ZO1V4G,3
293q,AD317NO9623GZ,0
293q,ATQWZNGQCN1RA,0
293q,AKBP92VUQ7G3,0
293q,A1BHMDRWW9ZYSO,0
293q,A1PAR1TMKFPKQE,3
293q,A2V3P1XE33NYC3,3
293q,A3E157ZN8XPUKJ,0
293q,A3NU1SQPI1NXY4,1
290q,A2UFD1I8ZO1V4G,0
290q,A1PAR1TMKFPKQE,0
290q,A3E157ZN8XPUKJ,2
290q,A3NU1SQPI1NXY4,0
290q,ATQWZNGQCN1RA,0
290q,A2V3P1XE33NYC3,0
290q,AD317NO9623GZ,0
290q,AKBP92VUQ7G3,0
290q,A2H321P1NSEW35,0
291q,A2UFD1I8ZO1V4G,2
291q,A1PAR1TMKFPKQE,2
291q,A3E157ZN8XPUKJ,3
291q,A3NU1SQPI1NXY4,2
291q,ATQWZNGQCN1RA,2
291q,A2V3P1XE33NYC3,2
291q,AD317NO9623GZ,2
291q,AKBP92VUQ7G3,2
291q,A2H321P1NSEW35,2
199q,AWRAXV1RIYR0M,2
199q,A2V3P1XE33NYC3,2
199q,AKBP92VUQ7G3,2
199q,A2UFD1I8ZO1V4G,2
199q,ATQWZNGQCN1RA,2
199q,A3NU1SQPI1NXY4,2
199q,A1PAR1TMKFPKQE,2
199q,AD317NO9623GZ,2
199q,A1VW9W0DWXCPYE,2
198q,AWRAXV1RIYR0M,0
198q,A2V3P1XE33NYC3,0
198q,AKBP92VUQ7G3,0
198q,A2UFD1I8ZO1V4G,0
198q,ATQWZNGQCN1RA,0
198q,A3NU1SQPI1NXY4,0
198q,A1PAR1TMKFPKQE,0
198q,AD317NO9623GZ,0
198q,A1VW9W0DWXCPYE,0
195q,A1BHMDRWW9ZYSO,3
195q,ATQWZNGQCN1RA,3
195q,A2H321P1NSEW35,3
195q,A2V3P1XE33NYC3,1
195q,A2UFD1I8ZO1V4G,1
195q,A1PAR1TMKFPKQE,0
195q,A3NU1SQPI1NXY4,1
195q,AKBP92VUQ7G3,3
195q,AD317NO9623GZ,1
194q,A1BHMDRWW9ZYSO,2
194q,ATQWZNGQCN1RA,0
194q,A2H321P1NSEW35,0
194q,A2V3P1XE33NYC3,0
194q,A2UFD1I8ZO1V4G,1
194q,A1PAR1TMKFPKQE,1
194q,A3NU1SQPI1NXY4,1
194q,AKBP92VUQ7G3,0
194q,AD317NO9623GZ,1
197q,AWRAXV1RIYR0M,3
197q,A2V3P1XE33NYC3,3
197q,AKBP92VUQ7G3,3
197q,A2UFD1I8ZO1V4G,3
197q,ATQWZNGQCN1RA,3
197q,A3NU1SQPI1NXY4,3
197q,A1PAR1TMKFPKQE,3
197q,AD317NO9623GZ,3
197q,A1VW9W0DWXCPYE,3
196q,A1BHMDRWW9ZYSO,1
196q,ATQWZNGQCN1RA,1
196q,A2H321P1NSEW35,1
196q,A2V3P1XE33NYC3,1
196q,A2UFD1I8ZO1V4G,1
196q,A1PAR1TMKFPKQE,1
196q,A3NU1SQPI1NXY4,1
196q,AKBP92VUQ7G3,1
196q,AD317NO9623GZ,1
191q,ATQWZNGQCN1RA,2
191q,A2V3P1XE33NYC3,3
191q,AKBP92VUQ7G3,0
191q,A3NU1SQPI1NXY4,2
191q,A2UFD1I8ZO1V4G,2
191q,A53VNQRRFQ785,2
191q,AM2W23THD4CI7,0
191q,AD317NO9623GZ,0
191q,A1C0Z73809FFDZ,2
190q,ATQWZNGQCN1RA,0
190q,A2V3P1XE33NYC3,1
190q,AKBP92VUQ7G3,0
190q,A3NU1SQPI1NXY4,1
190q,A2UFD1I8ZO1V4G,0
190q,A53VNQRRFQ785,0
190q,AM2W23THD4CI7,1
190q,AD317NO9623GZ,1
190q,A1C0Z73809FFDZ,1
193q,A1BHMDRWW9ZYSO,0
193q,ATQWZNGQCN1RA,0
193q,A2H321P1NSEW35,0
193q,A2V3P1XE33NYC3,0
193q,A2UFD1I8ZO1V4G,0
193q,A1PAR1TMKFPKQE,0
193q,A3NU1SQPI1NXY4,1
193q,AKBP92VUQ7G3,0
193q,AD317NO9623GZ,0
192q,ATQWZNGQCN1RA,1
192q,A2V3P1XE33NYC3,1
192q,AKBP92VUQ7G3,1
192q,A3NU1SQPI1NXY4,1
192q,A2UFD1I8ZO1V4G,1
192q,A53VNQRRFQ785,1
192q,AM2W23THD4CI7,1
192q,AD317NO9623GZ,1
192q,A1C0Z73809FFDZ,1
270q,A36JZTUKQVV5S5,1
270q,A1VW9W0DWXCPYE,1
270q,A2UFD1I8ZO1V4G,2
270q,ATQWZNGQCN1RA,0
270q,A2V3P1XE33NYC3,0
270q,A3NU1SQPI1NXY4,1
270q,AD317NO9623GZ,1
270q,AKBP92VUQ7G3,1
270q,A1BHMDRWW9ZYSO,0
271q,A36JZTUKQVV5S5,0
271q,A1VW9W0DWXCPYE,2
271q,A2UFD1I8ZO1V4G,0
271q,ATQWZNGQCN1RA,0
271q,A2V3P1XE33NYC3,3
271q,A3NU1SQPI1NXY4,0
271q,AD317NO9623GZ,0
271q,AKBP92VUQ7G3,0
271q,A1BHMDRWW9ZYSO,0
272q,A36JZTUKQVV5S5,0
272q,A1VW9W0DWXCPYE,0
272q,A2UFD1I8ZO1V4G,2
272q,ATQWZNGQCN1RA,2
272q,A2V3P1XE33NYC3,2
272q,A3NU1SQPI1NXY4,0
272q,AD317NO9623GZ,0
272q,AKBP92VUQ7G3,0
272q,A1BHMDRWW9ZYSO,0
273q,A2V3P1XE33NYC3,0
273q,A3E157ZN8XPUKJ,0
273q,AKBP92VUQ7G3,0
273q,AM2W23THD4CI7,0
273q,ATQWZNGQCN1RA,0
273q,AD317NO9623GZ,0
273q,A2H321P1NSEW35,0
273q,A2UFD1I8ZO1V4G,0
274q,A2V3P1XE33NYC3,3
274q,A3E157ZN8XPUKJ,3
274q,AKBP92VUQ7G3,3
274q,AM2W23THD4CI7,3
274q,ATQWZNGQCN1RA,3
274q,AD317NO9623GZ,3
274q,A2H321P1NSEW35,3
274q,A2UFD1I8ZO1V4G,2
274q,A3NU1SQPI1NXY4,3
275q,A2V3P1XE33NYC3,3
275q,A3E157ZN8XPUKJ,3
275q,AKBP92VUQ7G3,3
275q,AM2W23THD4CI7,3
275q,ATQWZNGQCN1RA,3
275q,AD317NO9623GZ,3
275q,A2H321P1NSEW35,0
275q,A2UFD1I8ZO1V4G,3
275q,A3NU1SQPI1NXY4,2
276q,A2V3P1XE33NYC3,1
276q,A3E157ZN8XPUKJ,1
276q,AKBP92VUQ7G3,1
276q,AM2W23THD4CI7,1
276q,ATQWZNGQCN1RA,1
276q,AD317NO9623GZ,1
276q,A2H321P1NSEW35,1
276q,A2UFD1I8ZO1V4G,1
276q,A3NU1SQPI1NXY4,1
277q,AD317NO9623GZ,3
277q,AM2W23THD4CI7,0
277q,A1VW9W0DWXCPYE,3
277q,A3NU1SQPI1NXY4,3
277q,ATQWZNGQCN1RA,0
277q,AKBP92VUQ7G3,0
277q,A2UFD1I8ZO1V4G,2
277q,A2V3P1XE33NYC3,3
277q,A53VNQRRFQ785,2
278q,AD317NO9623GZ,0
278q,AM2W23THD4CI7,0
278q,A1VW9W0DWXCPYE,0
278q,A3NU1SQPI1NXY4,1
278q,ATQWZNGQCN1RA,0
278q,AKBP92VUQ7G3,0
278q,A2UFD1I8ZO1V4G,0
278q,A2V3P1XE33NYC3,3
278q,A53VNQRRFQ785,0
279q,AD317NO9623GZ,3
279q,AM2W23THD4CI7,3
279q,A1VW9W0DWXCPYE,3
279q,A3NU1SQPI1NXY4,3
279q,ATQWZNGQCN1RA,2
279q,AKBP92VUQ7G3,0
279q,A2UFD1I8ZO1V4G,3
279q,A2V3P1XE33NYC3,3
279q,A53VNQRRFQ785,3
524q,A2UFD1I8ZO1V4G,2
524q,A1C0Z73809FFDZ,0
524q,AKBP92VUQ7G3,0
524q,A1VW9W0DWXCPYE,0
524q,ATQWZNGQCN1RA,0
524q,AD317NO9623GZ,0
524q,A3NU1SQPI1NXY4,2
524q,A2V3P1XE33NYC3,0
524q,A2H321P1NSEW35,0
525q,A2V3P1XE33NYC3,3
525q,A3E157ZN8XPUKJ,2
525q,A2UFD1I8ZO1V4G,0
525q,ATQWZNGQCN1RA,2
525q,AD317NO9623GZ,0
525q,A3GLUDQZGEJL5G,0
525q,A1VW9W0DWXCPYE,0
525q,AKBP92VUQ7G3,0
525q,A3NU1SQPI1NXY4,0
526q,A2V3P1XE33NYC3,1
526q,A3E157ZN8XPUKJ,1
526q,A2UFD1I8ZO1V4G,1
526q,ATQWZNGQCN1RA,1
526q,AD317NO9623GZ,1
526q,A3GLUDQZGEJL5G,1
526q,A1VW9W0DWXCPYE,1
526q,AKBP92VUQ7G3,1
526q,A3NU1SQPI1NXY4,1
527q,A2V3P1XE33NYC3,1
527q,A3E157ZN8XPUKJ,1
527q,A2UFD1I8ZO1V4G,1
527q,ATQWZNGQCN1RA,1
527q,AD317NO9623GZ,1
527q,A3GLUDQZGEJL5G,1
527q,A1VW9W0DWXCPYE,1
527q,AKBP92VUQ7G3,1
527q,A3NU1SQPI1NXY4,1
520q,A2V3P1XE33NYC3,2
520q,A3E157ZN8XPUKJ,2
520q,A2UFD1I8ZO1V4G,2
520q,AD317NO9623GZ,2
520q,A3NU1SQPI1NXY4,2
520q,ATQWZNGQCN1RA,2
520q,A1PAR1TMKFPKQE,2
520q,A1VW9W0DWXCPYE,2
520q,AKBP92VUQ7G3,2
521q,A2UFD1I8ZO1V4G,2
521q,A1C0Z73809FFDZ,0
521q,AKBP92VUQ7G3,0
521q,A1VW9W0DWXCPYE,0
521q,ATQWZNGQCN1RA,3
521q,AD317NO9623GZ,0
521q,A3NU1SQPI1NXY4,0
521q,A2V3P1XE33NYC3,0
521q,A2H321P1NSEW35,0
522q,A2UFD1I8ZO1V4G,3
522q,A1C0Z73809FFDZ,0
522q,AKBP92VUQ7G3,0
522q,A1VW9W0DWXCPYE,1
522q,ATQWZNGQCN1RA,0
522q,AD317NO9623GZ,1
522q,A3NU1SQPI1NXY4,0
522q,A2V3P1XE33NYC3,1
522q,A2H321P1NSEW35,0
523q,A2UFD1I8ZO1V4G,2
523q,A1C0Z73809FFDZ,0
523q,AKBP92VUQ7G3,0
523q,A1VW9W0DWXCPYE,0
523q,ATQWZNGQCN1RA,0
523q,AD317NO9623GZ,0
523q,A3NU1SQPI1NXY4,0
523q,A2V3P1XE33NYC3,0
523q,A2H321P1NSEW35,0
528q,A2V3P1XE33NYC3,2
528q,A3E157ZN8XPUKJ,2
528q,A2UFD1I8ZO1V4G,2
528q,ATQWZNGQCN1RA,2
528q,AD317NO9623GZ,2
528q,A3GLUDQZGEJL5G,3
528q,A1VW9W0DWXCPYE,2
528q,AKBP92VUQ7G3,2
528q,A3NU1SQPI1NXY4,3
529q,A2V3P1XE33NYC3,1
529q,A2UFD1I8ZO1V4G,1
529q,A3NU1SQPI1NXY4,1
529q,A1PAR1TMKFPKQE,1
529q,AD317NO9623GZ,1
529q,ATQWZNGQCN1RA,1
529q,A3E157ZN8XPUKJ,1
529q,A53VNQRRFQ785,1
529q,AKBP92VUQ7G3,1
449q,A2H321P1NSEW35,0
449q,ATQWZNGQCN1RA,0
449q,A2V3P1XE33NYC3,3
449q,AKBP92VUQ7G3,0
449q,A53VNQRRFQ785,0
449q,A3NU1SQPI1NXY4,2
449q,AD317NO9623GZ,0
449q,A2UFD1I8ZO1V4G,2
449q,A1BHMDRWW9ZYSO,2
448q,AD317NO9623GZ,3
448q,A2UFD1I8ZO1V4G,0
448q,A1BHMDRWW9ZYSO,0
448q,A1PAR1TMKFPKQE,0
448q,AKBP92VUQ7G3,0
448q,ATQWZNGQCN1RA,0
448q,A2V3P1XE33NYC3,0
448q,A3NU1SQPI1NXY4,0
448q,A3UX2FXA3NMJCS,0
443q,AD317NO9623GZ,1
443q,ATQWZNGQCN1RA,1
443q,A3E157ZN8XPUKJ,1
443q,A1BHMDRWW9ZYSO,1
443q,A3NU1SQPI1NXY4,1
443q,A2UFD1I8ZO1V4G,1
443q,A2V3P1XE33NYC3,1
443q,AKBP92VUQ7G3,1
443q,A1VW9W0DWXCPYE,1
442q,AD317NO9623GZ,3
442q,ATQWZNGQCN1RA,2
442q,A3E157ZN8XPUKJ,3
442q,A1BHMDRWW9ZYSO,3
442q,A3NU1SQPI1NXY4,1
442q,A2UFD1I8ZO1V4G,2
442q,A2V3P1XE33NYC3,2
442q,AKBP92VUQ7G3,2
442q,A1VW9W0DWXCPYE,2
441q,AD317NO9623GZ,1
441q,ATQWZNGQCN1RA,1
441q,A3E157ZN8XPUKJ,1
441q,A1BHMDRWW9ZYSO,1
441q,A3NU1SQPI1NXY4,1
441q,A2UFD1I8ZO1V4G,1
441q,A2V3P1XE33NYC3,1
441q,AKBP92VUQ7G3,1
441q,A1VW9W0DWXCPYE,1
440q,A2V3P1XE33NYC3,3
440q,AD317NO9623GZ,0
440q,A2UFD1I8ZO1V4G,0
440q,A1PAR1TMKFPKQE,1
440q,A2AM6H3R1LSM9S,3
440q,A3NU1SQPI1NXY4,0
440q,AM2W23THD4CI7,1
440q,AKBP92VUQ7G3,0
440q,ATQWZNGQCN1RA,0
447q,AD317NO9623GZ,3
447q,A2UFD1I8ZO1V4G,3
447q,A1BHMDRWW9ZYSO,0
447q,A1PAR1TMKFPKQE,0
447q,AKBP92VUQ7G3,0
447q,ATQWZNGQCN1RA,0
447q,A2V3P1XE33NYC3,3
447q,A3NU1SQPI1NXY4,0
447q,A3UX2FXA3NMJCS,0
446q,AD317NO9623GZ,0
446q,A2UFD1I8ZO1V4G,2
446q,A1BHMDRWW9ZYSO,0
446q,A1PAR1TMKFPKQE,0
446q,AKBP92VUQ7G3,0
446q,ATQWZNGQCN1RA,0
446q,A2V3P1XE33NYC3,0
446q,A3NU1SQPI1NXY4,3
446q,A3UX2FXA3NMJCS,0
445q,AD317NO9623GZ,1
445q,A2UFD1I8ZO1V4G,3
445q,A1BHMDRWW9ZYSO,0
445q,A1PAR1TMKFPKQE,1
445q,AKBP92VUQ7G3,1
445q,ATQWZNGQCN1RA,0
445q,A2V3P1XE33NYC3,1
445q,A3NU1SQPI1NXY4,1
445q,A3UX2FXA3NMJCS,1
444q,AD317NO9623GZ,0
444q,ATQWZNGQCN1RA,0
444q,A3E157ZN8XPUKJ,2
444q,A1BHMDRWW9ZYSO,0
444q,A3NU1SQPI1NXY4,0
444q,A2UFD1I8ZO1V4G,0
444q,A2V3P1XE33NYC3,0
444q,AKBP92VUQ7G3,0
444q,A1VW9W0DWXCPYE,0
108q,A2V3P1XE33NYC3,0
108q,ATQWZNGQCN1RA,0
108q,A1BHMDRWW9ZYSO,0
108q,A1PAR1TMKFPKQE,0
108q,AD317NO9623GZ,0
108q,A2H321P1NSEW35,0
108q,A2UFD1I8ZO1V4G,0
108q,AKBP92VUQ7G3,0
108q,A3NU1SQPI1NXY4,0
109q,A2V3P1XE33NYC3,2
109q,A2H321P1NSEW35,2
109q,A2UFD1I8ZO1V4G,2
109q,A1PAR1TMKFPKQE,2
109q,AD317NO9623GZ,2
109q,ATQWZNGQCN1RA,2
109q,AKBP92VUQ7G3,2
109q,A1KZOLS51I9SS7,2
109q,A3NU1SQPI1NXY4,2
102q,A2UFD1I8ZO1V4G,2
102q,AD317NO9623GZ,3
102q,A1PAR1TMKFPKQE,3
102q,AY5QPUSEADPBG,2
102q,A3NU1SQPI1NXY4,3
102q,A2V3P1XE33NYC3,3
102q,A2H321P1NSEW35,0
102q,ATQWZNGQCN1RA,0
102q,AKBP92VUQ7G3,0
103q,A2UFD1I8ZO1V4G,0
103q,AD317NO9623GZ,3
103q,A1PAR1TMKFPKQE,3
103q,AY5QPUSEADPBG,0
103q,A3NU1SQPI1NXY4,3
103q,A2V3P1XE33NYC3,0
103q,A2H321P1NSEW35,0
103q,ATQWZNGQCN1RA,0
103q,AKBP92VUQ7G3,0
100q,AKBP92VUQ7G3,0
100q,A1BHMDRWW9ZYSO,0
100q,A3E157ZN8XPUKJ,2
100q,AD317NO9623GZ,0
100q,A3NU1SQPI1NXY4,0
100q,ATQWZNGQCN1RA,2
100q,A2UFD1I8ZO1V4G,0
100q,A1PAR1TMKFPKQE,0
100q,A2V3P1XE33NYC3,3
101q,A2UFD1I8ZO1V4G,2
101q,AD317NO9623GZ,3
101q,A1PAR1TMKFPKQE,3
101q,AY5QPUSEADPBG,2
101q,A3NU1SQPI1NXY4,3
101q,A2V3P1XE33NYC3,3
101q,A2H321P1NSEW35,0
101q,ATQWZNGQCN1RA,0
101q,AKBP92VUQ7G3,0
106q,A2V3P1XE33NYC3,1
106q,ATQWZNGQCN1RA,1
106q,A1BHMDRWW9ZYSO,1
106q,A1PAR1TMKFPKQE,1
106q,AD317NO9623GZ,1
106q,A2H321P1NSEW35,1
106q,A2UFD1I8ZO1V4G,1
106q,AKBP92VUQ7G3,1
106q,A3NU1SQPI1NXY4,1
107q,A2V3P1XE33NYC3,0
107q,ATQWZNGQCN1RA,0
107q,A1BHMDRWW9ZYSO,0
107q,A1PAR1TMKFPKQE,0
107q,AD317NO9623GZ,0
107q,A2H321P1NSEW35,0
107q,A2UFD1I8ZO1V4G,0
107q,AKBP92VUQ7G3,0
107q,A3NU1SQPI1NXY4,1
104q,A2UFD1I8ZO1V4G,2
104q,AD317NO9623GZ,1
104q,A1PAR1TMKFPKQE,0
104q,AY5QPUSEADPBG,1
104q,A3NU1SQPI1NXY4,3
104q,A2V3P1XE33NYC3,1
104q,A2H321P1NSEW35,0
104q,ATQWZNGQCN1RA,1
104q,AKBP92VUQ7G3,0
105q,A2V3P1XE33NYC3,3
105q,ATQWZNGQCN1RA,0
105q,A1BHMDRWW9ZYSO,0
105q,A1PAR1TMKFPKQE,3
105q,AD317NO9623GZ,3
105q,A2H321P1NSEW35,0
105q,A2UFD1I8ZO1V4G,3
105q,AKBP92VUQ7G3,0
105q,A3NU1SQPI1NXY4,3
39q,AKBP92VUQ7G3,0
39q,A2UFD1I8ZO1V4G,0
39q,ATQWZNGQCN1RA,0
39q,A2AM6H3R1LSM9S,2
39q,A2V3P1XE33NYC3,3
39q,A1PAR1TMKFPKQE,0
39q,AD317NO9623GZ,0
39q,A3E157ZN8XPUKJ,0
39q,A3NU1SQPI1NXY4,0
38q,AKBP92VUQ7G3,1
38q,A2UFD1I8ZO1V4G,1
38q,ATQWZNGQCN1RA,1
38q,A2AM6H3R1LSM9S,1
38q,A2V3P1XE33NYC3,1
38q,A1PAR1TMKFPKQE,1
38q,AD317NO9623GZ,1
38q,A3E157ZN8XPUKJ,1
38q,A3NU1SQPI1NXY4,1
33q,AD317NO9623GZ,1
33q,A3E157ZN8XPUKJ,1
33q,A2UFD1I8ZO1V4G,3
33q,ATQWZNGQCN1RA,0
33q,AM2W23THD4CI7,0
33q,A3NU1SQPI1NXY4,1
33q,A2V3P1XE33NYC3,1
33q,AKBP92VUQ7G3,0
33q,A2H321P1NSEW35,0
32q,A3GLUDQZGEJL5G,3
32q,A1PAR1TMKFPKQE,3
32q,ATQWZNGQCN1RA,3
32q,A356EVHB3TU90R,3
32q,AD317NO9623GZ,3
32q,A2V3P1XE33NYC3,3
32q,A3NU1SQPI1NXY4,3
32q,AKBP92VUQ7G3,3
32q,A2UFD1I8ZO1V4G,3
31q,A3GLUDQZGEJL5G,0
31q,A1PAR1TMKFPKQE,0
31q,ATQWZNGQCN1RA,0
31q,A356EVHB3TU90R,0
31q,AD317NO9623GZ,0
31q,A2V3P1XE33NYC3,0
31q,A3NU1SQPI1NXY4,0
31q,AKBP92VUQ7G3,0
31q,A2UFD1I8ZO1V4G,3
30q,A3GLUDQZGEJL5G,1
30q,A1PAR1TMKFPKQE,1
30q,ATQWZNGQCN1RA,1
30q,A356EVHB3TU90R,1
30q,AD317NO9623GZ,1
30q,A2V3P1XE33NYC3,1
30q,A3NU1SQPI1NXY4,1
30q,AKBP92VUQ7G3,1
30q,A2UFD1I8ZO1V4G,1
37q,AKBP92VUQ7G3,0
37q,A2UFD1I8ZO1V4G,1
37q,ATQWZNGQCN1RA,1
37q,A2AM6H3R1LSM9S,0
37q,A2V3P1XE33NYC3,0
37q,A1PAR1TMKFPKQE,1
37q,AD317NO9623GZ,1
37q,A3E157ZN8XPUKJ,1
37q,A3NU1SQPI1NXY4,1
36q,AD317NO9623GZ,3
36q,A3E157ZN8XPUKJ,1
36q,A2UFD1I8ZO1V4G,0
36q,ATQWZNGQCN1RA,0
36q,AM2W23THD4CI7,2
36q,A3NU1SQPI1NXY4,0
36q,A2V3P1XE33NYC3,3
36q,AKBP92VUQ7G3,0
36q,A2H321P1NSEW35,0
35q,AD317NO9623GZ,0
35q,A3E157ZN8XPUKJ,1
35q,A2UFD1I8ZO1V4G,3
35q,ATQWZNGQCN1RA,0
35q,AM2W23THD4CI7,0
35q,A3NU1SQPI1NXY4,1
35q,A2V3P1XE33NYC3,0
35q,AKBP92VUQ7G3,0
35q,A2H321P1NSEW35,0
34q,AD317NO9623GZ,1
34q,A3E157ZN8XPUKJ,1
34q,A2UFD1I8ZO1V4G,3
34q,ATQWZNGQCN1RA,0
34q,AM2W23THD4CI7,0
34q,A3NU1SQPI1NXY4,1
34q,A2V3P1XE33NYC3,1
34q,AKBP92VUQ7G3,0
34q,A2H321P1NSEW35,0
438q,A2V3P1XE33NYC3,0
438q,AD317NO9623GZ,0
438q,A2UFD1I8ZO1V4G,2
438q,A1PAR1TMKFPKQE,0
438q,A2AM6H3R1LSM9S,0
438q,A3NU1SQPI1NXY4,0
438q,AM2W23THD4CI7,0
438q,AKBP92VUQ7G3,0
438q,ATQWZNGQCN1RA,0
439q,A2V3P1XE33NYC3,0
439q,AD317NO9623GZ,0
439q,A2UFD1I8ZO1V4G,0
439q,A1PAR1TMKFPKQE,0
439q,A2AM6H3R1LSM9S,0
439q,A3NU1SQPI1NXY4,0
439q,AM2W23THD4CI7,0
439q,AKBP92VUQ7G3,0
439q,ATQWZNGQCN1RA,0
436q,A3E157ZN8XPUKJ,1
